text	label_p1	label_p2	rationale_label
Efforts on to rescue over 311 TN tourists stranded in Nepal http://t.co/ekeAcGsgbr #News	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	efforts on to rescue over 311 tn tourists stranded 
"Man pulled alive from rubble 80 hours after Nepal quake as death toll passes 5,000 http://t.co/Xay9RxpQ2j"	affected_people_and_evacuations	affected_people_and_evacuations	man pulled alive from rubble 
This Nepali language report says 100+ foreigners missing from #Everest Base Camp 2: https://t.co/hOCOM1yzKP via @setopati #NepalQuake	affected_people_and_evacuations	affected_people_and_evacuations	100 + foreigners missing 
"Nepal earthquake: 349 Australians 'unaccounted for': 200 Australians have been confirmed safe, but 349 have no... http://t.co/19dhZKJ9Hb"	affected_people_and_evacuations	affected_people_and_evacuations	349 australians ' unaccounted for '  _sep_exp_token_ 200 australians have been confirmed safe 
RT @charitywater: People in Nepal need our help. Donate at http://t.co/4gEX4hY2dD and 100% will fund earthquake relief and recovery. http:/…	not_related_or_irrelevant	not_related_or_irrelevant	people in nepal need our help . donate at and 100 % will fund earthquake relief and recovery . :/
@AnupamkPandey  I hav been tld by my frnd tht @travelxp  tv team has rescued and brought 2 the Kathmandu Airport..hw cn spk 2 thm on airport	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	tv team has rescued 
RT @vCensored31: Bismillah. BREAKING NEWS - At least 217 missing in Mount Everest including many NATO-citizens. #NepalEarthquake	affected_people_and_evacuations	affected_people_and_evacuations	at least 217 missing 
RT @paulocoelho: Updates on Nepal Earthquake |&gt; @PCoelho_Nepal	other_useful_information	other_useful_information	updates on nepal earthquake 
Original footage 7.9 Magnitude earthquake in Nepal 2015 http://t.co/qaeFFvK2Qt	other_useful_information	other_useful_information	original footage 7.9 magnitude earthquake in nepal 2015
RT @rajeevk1949: @_RandhirSingh_ @DrGPradhan @upma23 2/2 event of an earthquake there They fear if they go to Nepal they will be branded as…	not_related_or_irrelevant	not_related_or_irrelevant	2/2 event of an earthquake there they fear if they go to nepal they will be branded as
National park appeals for Nepal aid: A national park with strong links to the British Army's Nepalese Ghurkha… http://t.co/5NBULVVRHV	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	national park appeals for nepal aid 
RT @dispatchnewsdes: @meerasanyal Rescue operation is only concentrated to Kathmandu over 2000 dead no news from small towns  updates http:…	injured_or_dead_people	injured_or_dead_people	over 2000 dead 
http://t.co/500zARVQHv The Latest on Nepal Quake: Aid Worker in Epicenter District - New York Times #QuakeNewsApp	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	aid worker in epicenter district 
"RT @XHNews: Chinese leaders send condolences to Nepal over quake, rescue team on the way. #NepalQuake http://t.co/IsclC6phe5 http://t.co/Qk…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : chinese leaders send condolences to nepal over quake , rescue team on the way . #nepalquake "
"Just landed in Kathmandu, circled for 1.5 hrs as airport closed again due to reported aftershock. Now sitting on Tarmac #NepalQuake"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	airport closed again 
RT @mterrycooke: #NepalQuake Tragedy.  A hint of magnitude shown by before-and-after of historic Dharahara Tower. http://t.co/x8XDxCL6k4	other_useful_information	other_useful_information	a hint of magnitude shown by before-and-after of historic dharahara tower
RT @Suriyaofflfans: Google has created person finder page for #NepalQuake  http://t.co/twEmt8hqZF Retweet please or share @Suriya_offl http…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	google has created person finder page for #nepalquake 
"Major Quake, Aftershocks in Nepal Kill More Than 2,100, Shake Mount Everest  RT @VOAAsia http://t.co/srcWsFrYuw"	injured_or_dead_people	injured_or_dead_people	kill more than 2,100 , 
Nepal earthquake: governments scramble to locate missing citizens http://t.co/UiQXFVik5t	affected_people_and_evacuations	affected_people_and_evacuations	governments scramble to locate missing citizens
My heart goes out to all the people effected by the earthquake in Nepal.It was literally awfulὡEὡ4	not_related_or_irrelevant	not_related_or_irrelevant	my heart goes out to all the people effected 
RT @yv5venet: Nepal earthquake report: The rescue and recovery work is continuing after the devastating 7.8 on the... http://t.co/65Ell3ih4…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	the rescue and recovery work is continuing 
My prayers are with Nepal and its people.	not_related_or_irrelevant	not_related_or_irrelevant	my prayers are with nepal and its people
RT @shahid_siddiqui: Appreciate d initiative taken by @narendramodi to help Nepal  This is what makes a nation great. Our moral authority g…	not_related_or_irrelevant	not_related_or_irrelevant	appreciate d initiative taken by to help nepal this is what makes a nation great . our moral authority g
Techbytes: Tech Giants Lend a Hand After Nepal Earthquake Disaster - ABC News http://t.co/qoDvhtF2fX #Technology	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	tech giants lend a hand 
RT @ImranHSarker: URGENT: Canadian national Julia &amp; Ricky are missing. They were travelling since 6 april &amp; both 6ft tall. #NepalQuake http…	affected_people_and_evacuations	affected_people_and_evacuations	canadian national julia & ricky are missing 
Several Temples Destroyed in Nepal Quake | http://t.co/SFx4KkKIbI | Outlook Wires	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	several temples destroyed 
RT @III_Research: Nepal Earthquake Losses Could Top $2 Billion; Little Insurance Coverage http://t.co/CPgqzbzFrI	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	losses could top $ 2 billion 
"#Headlines #Latestnews #News #Topstories - Magnitude 6.7 aftershock hits Nepal, causes panic - http://t.co/ypqX57UHtS"	other_useful_information	other_useful_information	magnitude 6.7 aftershock hits nepal 
"RT @sanjeevsanyal: Just saw photos of the destruction of Kathmandu's Durbar Square\nThe soul of Nepal has been destroyed, it must be rebuilt…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	the destruction of kathmandu 's durbar square the soul of nepal has been destroyed , it must be rebuilt
I added a video to a @YouTube playlist http://t.co/UidSxZC6Lj Building Collapses After Nepal Earthquake 2015 RAW FOOTAGE	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	building collapses 
RT @nytvideo: Many of Kathmandu's iconic buildings were lost in the earthquake that rocked Nepal http://t.co/OeHWrEBtr8	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	many of kathmandu 's iconic buildings were lost 
9 storeyed building collapsed after 7.9 massive earthquake in Nepal on 25 April http://t.co/vsHxtXqK2R	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	9 storeyed building collapsed 
No time to lose: Global response to Nepal quake gears up: LONDON (AP) ? There is still time to save lives ? that's why governments an...	not_related_or_irrelevant	not_related_or_irrelevant	no time to lose : global response to nepal quake gears up : london ( ap ) ? there is still time to save lives ? that 's why governments an ...
Watch: Massive tragedy at Everest base camp #NepalEarthquake http://t.co/uE4s3VtDZX	other_useful_information	other_useful_information	massive tragedy at everest base camp #nepalearthquake
RT @Guapetonah: Morning! Love to have you with us at #PureWander today as we talk travel and giving back! 4PM EST - dedicated to efforts in…	not_related_or_irrelevant	not_related_or_irrelevant	morning ! love to have you with us at #purewander today as we talk travel and giving back ! 4pm est - dedicated to efforts in
Nepal: Latest Update Summary Section - Further smaller earthquake on 26 April. #TravelAdvice https://t.co/twMG39h5c6	other_useful_information	other_useful_information	latest update summary section 
Nepal earthquake: Five Odisha women footballers safe http://t.co/O6Y9K9jKvI	affected_people_and_evacuations	affected_people_and_evacuations	five odisha women footballers safe
Villages destroyed in #NepalEarthquake Such was the power of the #Nepalquake. Follow @sardogsnepal for updates.  https://t.co/NCFXS8OH46	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	villages destroyed 
"Can't believe it. I've hardly seen any coverage been so busy but #Nepal Quake Death Toll Could Reach 10,000 that's shocking! So so sad ὡ5"	injured_or_dead_people	injured_or_dead_people	death toll could reach 10,000 
RT @LondonFire: 5 London Firefighters have been deployed to #Nepal as part of the #earthquake rescue effort http://t.co/0bMwue8LWP http://t…	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	5 london firefighters have been deployed to #nepal as part of the #earthquake rescue effort
"Earthquake has shifted Kathmandu 10 feet closer to India, away from China. It was God's punishment to Nepal for cosying up to China?"	other_useful_information	other_useful_information	earthquake has shifted kathmandu 10 feet closer to india 
"RT @NST_Online: Nepalis spend third night in open as quake toll passes 4,000 http://t.co/JLM2OPIPCc #NepalEarthquake #nst170 http://t.co/jU…"	injured_or_dead_people	injured_or_dead_people	toll passes 4,000 
"RT @SpokespersonMoD: #NepalEarthquake A C-17 Globemaster III aircraft with about 285 passengers on board is scheduled to arrive at Palam, D…"	affected_people_and_evacuations	affected_people_and_evacuations	a c - 17 globemaster iii aircraft with about 285 passengers on board is scheduled to arrive at palam 
Wesner Michel; Rescuers Pull Survivor From Rubble 5 Days After Nepal Quake - ABC News: FirstpostRescuers Pull ... http://t.co/mOmTJyqknL	affected_people_and_evacuations	affected_people_and_evacuations	pull survivor from rubble 
"RT @ima_NP25: Hahahaha :)) ""@TeamToDieFor: De Gea tweeted to encourage donations to Nepal and its just full of replies about a contract. Ni…"	not_related_or_irrelevant	not_related_or_irrelevant	" rt : hahahaha :) ) " " : de gea tweeted to encourage donations to nepal and its just full of replies about a contract . ni "
"RT @UNICEF_uk: #NepalEarthquake - deadliest earthquake for more than 80 yrs, leaving millions of children in danger Donate &gt; http://t.co/1l…"	affected_people_and_evacuations	affected_people_and_evacuations	leaving millions of children in danger 
RT @DeIics: Over 4000 people died in the Nepal earthquake but no one seems to care about that right now	injured_or_dead_people	injured_or_dead_people	over 4000 people died 
RT @WXXINews: A magnitude 6.7 aftershock rumbles Katmandu; death toll rises. http://t.co/9Uvj9fleU5	injured_or_dead_people	injured_or_dead_people	death toll rises
Nepal quake: Britons stranded on Everest speak of aftershock terror: http://t.co/nV4sdXg1bn	affected_people_and_evacuations	affected_people_and_evacuations	britons stranded 
RT @BayFitness: The yoga Nepal fundraiser is on. Tag team yoga. 3-5 teachers on Croyde beach. Donations to Nepal. Bank holiday Monday 11am …	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	the yoga nepal fundraiser is on 
"RT @WSJ: Powerful quake near Nepal capital causes widespread damage, avalanche near Everest base camp http://t.co/YkBNNxGvDR http://t.co/9e…"	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	causes widespread damage , avalanche 
"RT @dna: Nepal quake: Bihar hospital pastes 'bhukamp' stickers on injured, removes after being exposed http://t.co/ikRFsJ49Fj"	not_related_or_irrelevant	other_useful_information	bihar hospital pastes ' bhukamp ' stickers on injured , removes after being exposed
"RT @cnni: BREAKING: At least 2,263 killed, 4,647 injured after #Nepalquake and aftershocks, Home Affairs spokesman tells CNN: http://t.co/f…"	injured_or_dead_people	injured_or_dead_people	at least 2,263 killed , 4,647 injured 
Caught on Camera: Hotel Building Collapses in Kathmandu After Earthquake http://t.co/zLjoS27cMb	infrastructure_and_utilities_damage	infrastructure_and_utilities_damage	hotel building collapses 
Canadian phone companies waive fees for calls to Nepal - The Globe and Mail http://t.co/y0fpu1EGIs	rescue_volunteering_and_donation_effort	rescue_volunteering_and_donation_effort	canadian phone companies waive fees for calls to nepal 
